smiles
O=C(NCCCC1=CC=CN=C1)C1=CC=C(C2=CC=C(Cl)C=C2)S1
CCC(C)(C)C1CCC(NC(=O)C2(C)CCCN2C2=C(F)C=NC=C2)CC1
COC1=CC=C(NC2=NC(C(F)(F)F)=CC(N)=N2)C=C1OC
C=CCN(C)C1=NC(NC2=CC=C(/C=C/C(=O)OC)C=C2)=NC=C1Cl
COC1=NC=C(F)C(N2CCCC(C)(C(=O)N(C)CC3=C(C)OC=C3)C2)=N1
CC1CN(C(C(=O)NC2=CC=C(C3=NC=CO3)C=C2)C(C)C)CC(C)O1
C=CCOC1=CC(NC(=O)CC2=CC=CC=C2C2=CC=CO2)=CC=C1
CC1=CC=C([C@H](C)NC(=O)C2=CC(Cl)=C(O)C(Cl)=C2)C=C1
CCOCCN(CC)C(=O)[C@@H]1CCCN(C2=CC=C(C(F)(F)F)N=N2)C1
COC1=NC=CC(CNC(=O)C(CC(C)C)N(C)C2=NC=C(C)C=C2N)=C1
COC1=NC=CC(N(C)CC(C)C(=O)NCC2=CC=CC=C2[N+](=O)[O-])=N1
CC(C)(C)OCC(=O)N(CC1=CC=C(Br)C=C1)C(C)(C)C
CC1=CC(C2=NOC(CN(C)C(=O)C(C)N3C=C(Br)C=N3)=N2)=CC=C1
CCOC(=O)C1=CSC(C2=CC=CC=C2C2=C(F)C=CC(CO)=C2)=N1
CCC1=C(N2CCOC[C@@H]2C(=O)NC2=NC=CN=C2C(F)(F)F)N=CN=C1
CC(C)(C)CCNC1=NC=NC(N2CCCC2C2=CC=CC(Cl)=C2)=C1Br
COCCCNC1=NC(N2CCC(C(=O)N3CCO[C@H](C)C3)C2)=CN=C1
CC1=C(C2=CCN(C(=O)OC(C)(C)C)C2)C=NC(C=O)=C1
CCC1=C(N2CCCC(C(=O)NC3=CC=C(Cl)C(I)=C3)CC2)N=CN=C1
O=C(NCCNC(=O)C1(C2=CC=CC(Br)=C2)CCCC1)C1=CC=CO1
COCC1CCN(C(=O)CN(C2=CN=CC(C(N)=O)=N2)C2=NC=CS2)C1
CCCN1CCC(CNC2=NC=CC3=NC=CN=C23)C1
C=CCOC1=CC(CN(C)C(=O)C2=C(OC(F)F)N=C(C)S2)=CC=C1
CC1=CC=C(N(C)C(=O)C2=C(F)N3C=CC=CC3=N2)C(F)=C1
CC(C)(C)NS(=O)(=O)C1=CC(NC(=O)CC2=CC=C(Cl)C(Cl)=C2)=CC=C1
CC1CCC(C(=O)NCC2=C3C=CNC3=CC=C2)CN1C1=CC=C(N)C=N1
CC(O)C1CCN(C(=O)C2COCCN2C2=CC3=C(C=N2)N(C)C=N3)C1
COCCOC1=CC(C)=CC=C1NC(=O)CC1=C2C=CNC2=CC=C1
CC1=CC(NCCC2=NC=CN2C)=C([N+](=O)[O-])C(C)=N1
CCN(C(=O)C1=CC=CC=C1C(C)C)C1=CC=C(F)C(F)=C1
CCCCNC1=NC(N2CC=C(C(=O)NCC3=CC=NN3C)CC2)=CN=C1
CC1=C(N2CC(C)(C(=O)NC3=C(C)C(C)=C(Br)C(C)=C3C)C2)N=CN=C1O
CC(C)(C)OC1=NC(CNCCCN2CCCC2)=CC=C1
C[C@H](O)[C@H](NC(=O)OC(C)(C)C)C(=O)N(CCO)C1CCN(C)CC1
