smiles
CC1=C(F)C(N2CCC3=C(C2)SC=C3)=NC(N(C)CCC(C)(C)C)=N1
C=C[C@H](NC(=O)C1CCN(C2=C3C=CNC3=CC=N2)C1)C1=CC=C(Cl)C=C1
CCOC(=O)C1=CN=C(N2CC(OC(C)C)C2)N=C1C(F)(F)F
COC(=O)[C@@H]1[C@H](C(=O)OC)CCCN1C(=O)C1=CC(C)=C(Br)S1
CC1=C(Br)C(C)=NC(NC(=O)C2COCCN2C2=C3NN=CC3=CC=N2)=C1
COC1=CN=C(N2CCCCC2CC(=O)NC2=C(Cl)C=CC=C2Br)N=C1
CC1=C(N(C)[C@@H](C(=O)N[C@H](C)C2=CC=C(F)C=C2F)C(C)C)N=C(N)N=C1
CC1=CC(CO)=CN=C1N1CCC[C@H]1C(=O)N[C@@H]1C[C@@H]2C[C@H]([C@H]1C)C2(C)C
CCN(CC1=CC=NC=C1)C1=NC(N2CCC2C)=CC(C2=CC=CC=C2)=N1
CC(NC1=CC=C(Br)C=C1)C1=CC=C(C2=CC=C(C(F)(F)F)C=C2)C=C1
CC(C)CC(NC(=O)OCC1=CC=CC=C1)C(=O)NCC1=NC=C(Br)C=N1
N#CC1=CC=NC(NC(CC(F)(F)F)C2=CC=CC=C2)=C1N
CC1=C(F)C(NC(C)C2=NC=CS2)=NC(N2CCC3=C(Cl)C=CC=C3C2)=N1
O[C@]12CCCC[C@H]1CN(CC1=CSC(C3=CC=CC=N3)=N1)CC2
CNC(=O)[C@H](C)NCC1=CC(C(C)(C)C)=CC(C(C)(C)C)=C1O
CC(C)OCCCNC1=NC(NCC2=C(F)C=CC=C2F)=NC=C1Br
CC1CCCCN1C1=C2SCCC2=NC(N2CCCC(C(C)(C)C)CC2)=N1
O=C(CSC1=NC2=CC(Cl)=CC=C2N1)NCC1=CC=CC2=CC=CN=C12
O=C(/C=C/C1=CC(F)=CC=C1Br)NC1=CC=CC(OC2CCCCC2)=C1
CCCCOC1=CC=C(C(=O)N(C)C(CO)C2=CC=C(Br)C=C2)C=C1
COC1=NC(NC2=CC(Cl)=CC(F)=C2I)=NC(NCC2=C(C)N=C(C)S2)=C1
CC(C)NC1=CC(N2CCC[C@@H](C(=O)NC3=CC(F)=CC=C3Br)C2)=NC=N1
CCCCCNC1=NC(N2CCC=C(Cl)C2)=C2CSCC2=N1
CC1=NC=NC(N2C[C@H](O)C[C@@H]2C(=O)NCC2C(C)(C)C2(C)C)=C1C
CCOC(=O)C1=C(C2=CC(C(=O)OC)=C(OC)C=C2Cl)C=C(F)C(F)=C1
COC1=CN=C(NC(C)CC(C)C)N=C1NC1CCC1
CC1C(C(=O)NCC(O)C2=CSC=C2)CCCN1C1=C2N=CNC2=CC=N1
C=CCN(CCC)C1=NC(NCC(=O)OCC2=CC=CC=C2)=NC=C1F
CS(=O)(=O)C1=CC=C(NC(=O)C2CCCCN2C2=CC=NC(CO)=C2)C=N1
CCC(C)N(CC1=C(C)C=CS1)C(C)C1=CC(C)=CS1
C=CCN(C1=NC2=CC=NN2C(NCCCS(C)(=O)=O)=C1)C1CCCC1
COCC1=CC=C(CNC2CC3=CC=C([N+](=O)[O-])C=C3C2)O1
O=C(NC1=CC=CC=C1OC(F)(F)F)C1=CN=C(C2=CC=CC=N2)N=C1
O=C(NC1(C2CCOCC2)CC1)C1=CC2=C(C=C1)NC(CO)=N2
CCN(CC)C1=NC(N2CCC(F)(C(=O)NCCCOC)CC2)=CN=C1
C=CCCCNC1=NC(NCC2=CSC3=C2CCCC3)=NC=C1C1CC1
CC1=CC(Cl)=C(Br)C=C1NC1=NC(N2CCCC2)=C2C(Cl)=CC=CC2=N1
O=C(CC1COCCN1C1=CC=NC=C1)NC1=NC2=CC(Cl)=CC=C2O1
COC1=NC2=C(C=CC(CCCNC(C)=O)=C2)N=C1
CC1=C(N2CCN3C=NN=C3C2)N=CN=C1NC1=CC=C(F)C(Br)=C1F
CCN(CCOC)C1=NC(NCC2=CC=CC(Br)=C2)=C2SC=C(C)C2=N1
CSC1=CC=C(C2=CC3=C(C=C2)N(C(=O)OC(C)(C)C)CCO3)C=C1C
COCCN(CC(=O)N(C)C)C(=O)C1CCCCN1C1=NC=CC(F)=C1
COC(=O)[C@@H]1CCCN1C(=O)CN(C1=C(Cl)C=CC(OC)=C1)S(C)(=O)=O
CCCCCCCNC1=NC(NC2=CC=CC(Cl)=C2)=NC=C1CC
CCN(C(=O)CCCSC1=CC=C(Cl)C=C1)C1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2
CC[C@H](CC#N)NC(=O)C[C@H]1CCCN1C1=NC=CC([N+](=O)[O-])=C1
COC(=O)CC(C)NC1=NC(N(CCCl)C(C)C)=C2C=NN(C(C)C)C2=N1
CC1=NC2=CC=C(Cl)N=C2C(NC(C)COC2=C(C)C=CC=C2C)=N1
CCCSC1=NC=C(C2=CC=CC(OC)=C2OC)C=N1
CCCCNC1=NC(N(C)CCC(=O)NC2=NC=C(Br)N=C2Br)=CN=C1
CN(CC(=O)NCCC1=CC[C@H]2C[C@@H]1C2(C)C)C1=CC=C(C(F)F)C=N1
O=C(NC1=C(F)C=CC(Cl)=C1Cl)[C@@H]1C=CCN1C1=CC2=CC=CC=C2C=N1
CCC1=C(NCC2=CC=C(Br)C=C2)N=CN=C1NCC1=CC=CN1CC
CN1C=NC2=NC(N(CCCl)CCCl)=NC(N[C@@H]3CCOC3)=C21
CCOC(=O)C(CC1=CC=CC=C1)C(=O)N1CCCC(CCC(=O)OC)C1
CC1=CC=C(N2N=C(C(=O)NCC(O)C3=CC=CC=C3F)CCC2=O)C=C1
CN(C(=O)[C@@H]1CCCN(C2=C3N=NNC3=NC=C2)C1)C1=CC=C(Cl)C=C1
COC1=NC=CN=C1NC(=O)[C@@H]1CCN(C2=NC=C3C=CSC3=N2)C1
NC(=O)CCC1CCCN(C(=O)C2=CC=C(C3=CC=CC=C3F)C(F)=C2)C1
COC1=CC=C(NC2=NC=C(Cl)C(NC3CCOCC3)=N2)C=C1I
CC1=CSC(NC(=O)[C@@H]2CCCN2C2=NC3=NC=CC=C3N=C2)=N1
COC1=CN=C(N2CCSC2C(=O)NC2=C(C#N)C(C)=NN2C)C=N1
CN(CC1=NC2=CC=CC=C2N=C1)C(=O)C1=CC=C(OCC2CC2)C=C1Cl
CN(CCCC(=O)NC1=NN(C)C=C1Br)C1=NN=CC=C1C#N
CN(C(=O)[C@H]1CCN1C1=CC=CC([N+](=O)[O-])=N1)C1=CC=C(F)C(F)=C1F
